Counter (ms), LH - Accel: X,LH - Accel: Y,LH - Accel: Z,LH - ADC Channel 1,LH - ADC Channel 2,LH - ADC Channel 3,LH - ADC Channel 4,LH - ADC Channel 5,LH - ADC Channel 6,LH - ADC Channel 7, RH - Accel: X,RH - Accel: Y,RH - Accel: Z,RH - ADC Channel 1,RH - ADC Channel 2,RH - ADC Channel 3,RH - ADC Channel 4,RH - ADC Channel 5,RH - ADC Channel 6,RH - ADC Channel 7, Pelvis - Accel: X, Pelvis - Accel: Y, Pelvis - Accel: Z  
20342,80,-15,12,11,41,45,21,33,143,12,80,4,9,50,77,0,59,39,9,124,-7,-81,-20
20351,64,-13,12,11,42,45,23,32,140,12,80,6,9,51,77,0,61,39,5,124,-5,-79,-22
20361,80,-11,14,11,41,44,21,34,142,13,80,3,9,54,77,-2,62,39,6,124,-5,-80,-21
20371,80,-12,12,11,42,45,22,33,141,11,80,4,9,50,75,-1,63,40,5,123,-5,-78,-21
20380,64,-12,14,11,40,44,21,32,143,13,80,2,9,51,78,-2,62,39,5,124,-7,-81,-21
20390,80,-11,12,11,43,44,21,33,142,13,80,2,10,51,77,0,64,40,5,125,-5,-82,-19
20400,80,-11,14,11,40,44,21,33,143,12,80,5,8,52,78,-1,64,43,6,124,-6,-83,-20
20410,64,-14,13,11,42,43,21,32,142,12,80,3,8,51,78,-1,63,41,4,125,-6,-83,-22
20419,80,-14,13,10,42,43,16,33,143,12,80,3,9,52,78,0,62,40,6,126,-6,-85,-22
20428,80,-14,15,12,41,45,21,33,143,14,80,1,8,50,78,0,64,41,6,127,-5,-88,-22
20438,64,-13,12,11,42,44,21,34,143,12,80,3,7,53,78,0,63,39,4,130,-6,-86,-20
20448,64,-14,12,12,42,43,21,33,142,13,80,5,9,52,79,1,62,42,5,127,-5,-84,-19
20458,80,-11,11,10,41,45,21,34,143,14,80,3,8,52,79,0,62,41,5,128,-6,-83,-23
20467,64,-12,12,11,40,43,23,26,142,13,80,5,10,52,79,-1,62,41,4,130,-4,-81,-19
20477,80,-14,14,11,43,44,21,33,141,13,80,3,10,55,79,0,64,41,6,129,-5,-80,-20
20487,80,-14,13,12,42,44,21,33,141,12,80,6,10,52,82,0,61,42,6,132,-4,-79,-24
20497,64,-9,14,11,42,43,21,33,140,13,80,3,8,54,81,-1,63,43,6,132,-2,-80,-22
20505,80,-11,12,11,41,45,21,34,141,13,80,2,8,54,82,0,61,43,9,133,-2,-82,-20
20515,80,-13,14,12,41,44,22,33,141,12,80,2,9,53,82,-2,65,43,6,134,-2,-80,-20
20525,80,-14,14,11,41,43,21,33,140,14,80,5,7,54,82,0,64,44,5,134,-4,-84,-21
20535,80,-13,12,10,43,44,21,32,140,13,80,3,10,53,83,-2,63,43,6,135,-7,-83,-18
20544,80,-13,14,11,43,45,22,33,140,13,80,4,11,54,83,-1,63,45,6,136,-6,-82,-22
20554,80,-12,11,11,42,44,22,33,139,13,80,2,9,55,84,1,63,43,6,137,-8,-83,-20
20564,80,-14,12,12,50,44,21,32,139,12,80,2,8,55,85,-2,64,44,5,138,-8,-81,-22
20573,80,-13,13,11,44,44,22,34,139,13,80,3,8,54,85,-2,62,43,9,139,-8,-83,-20
20582,80,-11,10,12,43,44,21,34,134,14,80,4,11,57,87,0,64,44,6,139,-8,-85,-18
20592,80,-11,13,12,42,44,20,34,137,13,80,1,10,57,87,-7,66,47,7,142,-7,-80,-20
20602,80,-14,13,10,42,44,22,34,137,13,80,2,9,56,87,-1,65,46,6,145,-4,-83,-21
20612,64,-12,13,11,43,41,21,36,135,13,80,2,9,57,87,0,65,46,6,144,-1,-77,-22
20622,64,-13,11,11,42,43,22,37,136,14,80,1,9,58,88,0,65,47,6,143,-3,-80,-19
20631,80,-11,14,11,42,43,22,37,138,14,80,3,8,58,88,1,66,49,8,145,-4,-76,-22
20641,80,-13,14,11,42,43,22,37,134,13,80,2,9,60,88,-1,65,53,6,147,-3,-79,-21
20650,80,-12,12,11,43,44,22,38,134,13,80,3,10,60,89,0,64,47,6,148,-5,-80,-23
20660,80,-11,13,11,42,42,23,38,132,15,80,4,9,60,90,2,65,48,7,148,-4,-81,-20
20669,80,-13,12,11,41,43,23,42,132,13,80,3,8,60,92,1,66,49,7,150,-7,-83,-19
20679,64,-12,13,11,43,43,23,39,132,13,80,3,8,60,92,5,66,49,7,153,-4,-80,-22
20689,80,-14,12,12,43,42,23,39,129,13,80,2,10,63,95,0,66,50,6,155,-5,-82,-21
20699,80,-14,15,12,43,41,24,39,128,14,80,1,7,62,95,0,67,50,10,156,-2,-82,-23
20708,80,-14,12,11,44,41,24,42,128,14,80,1,9,64,95,0,66,52,9,157,-4,-83,-21
20717,80,-13,14,10,44,41,23,40,128,13,80,4,9,63,95,-9,66,52,7,159,-2,-84,-21
20727,64,-13,13,11,44,41,24,41,125,10,80,3,9,59,97,-1,67,51,8,161,-2,-84,-21
20737,80,-15,13,11,44,41,24,42,125,14,80,1,8,63,97,-2,66,51,7,159,-1,-82,-22
20746,80,-14,14,11,43,41,24,41,126,15,80,1,8,63,99,-2,66,51,9,163,-3,-83,-22
20756,80,-13,15,12,43,41,25,41,123,15,80,3,8,66,98,-2,68,52,8,164,-3,-82,-17
20766,80,-14,14,15,44,41,23,44,122,14,80,1,8,65,100,-1,68,53,7,165,-3,-81,-19
20776,80,-13,13,9,43,41,24,44,122,16,80,3,8,66,98,-2,68,54,8,168,-3,-81,-21
20785,80,-13,13,11,46,39,24,41,121,14,80,2,8,66,101,0,68,48,7,166,-6,-79,-21
20794,80,-15,9,12,44,41,25,42,121,14,80,1,7,67,102,-2,69,54,8,167,-8,-79,-23
20804,80,-12,14,13,43,41,25,43,119,15,80,1,9,67,101,1,69,53,9,167,-5,-82,-22
20814,80,-12,13,14,46,40,25,43,120,14,80,1,10,67,103,-2,69,54,8,169,-2,-80,-20
20824,64,-13,13,11,43,41,25,44,121,15,80,3,9,68,101,-2,69,55,10,170,-1,-85,-20
20833,80,-15,12,12,45,42,23,44,120,15,80,3,8,68,101,-1,69,54,8,172,-2,-81,-22
20843,80,-13,14,12,43,41,25,45,119,14,80,4,8,67,101,1,69,56,9,170,2,-82,-23
20853,64,-12,13,13,44,41,25,46,118,14,80,2,9,68,103,0,68,55,9,172,1,-82,-20
20862,80,-12,12,12,43,42,24,50,120,15,80,3,9,68,104,0,69,56,10,173,-2,-82,-22
20871,80,-11,15,12,44,41,25,44,118,14,80,2,8,68,106,-1,71,56,11,173,-1,-79,-22
20881,80,-11,13,12,44,41,27,44,118,15,80,1,11,69,104,0,72,58,10,175,-3,-80,-21
20891,80,-13,12,12,45,41,27,45,117,14,80,2,9,67,103,2,71,57,10,175,0,-82,-21
20901,80,-13,14,11,46,42,26,45,118,15,80,3,9,70,105,-2,72,58,10,176,-1,-83,-20
20910,80,-12,15,12,47,42,25,46,116,14,80,3,11,71,106,-1,72,57,9,176,0,-82,-21
20920,80,-13,10,12,46,40,27,46,116,13,80,1,8,70,106,0,70,58,9,176,-3,-80,-23
20929,80,-14,11,11,46,41,27,45,115,15,80,1,8,70,107,0,72,58,12,178,0,-80,-21
20939,80,-13,13,13,47,42,28,43,114,15,80,2,9,71,108,-2,72,58,14,180,0,-82,-22
20949,64,-12,14,13,45,42,27,46,114,15,80,3,10,71,108,0,72,60,10,179,-2,-82,-21
20958,80,-12,12,12,47,42,27,47,114,14,80,2,9,73,109,-2,74,58,12,179,-3,-82,-21
20968,80,-12,15,13,46,42,28,49,115,13,80,2,7,72,111,0,72,59,11,180,-2,-82,-21
20978,80,-11,15,11,47,42,28,48,113,16,80,3,8,71,113,-2,72,60,10,180,-2,-81,-22
20988,80,-13,11,12,47,43,27,48,113,14,80,4,9,72,113,-1,73,58,11,182,-2,-83,-24
20996,64,-12,12,12,47,42,27,48,114,15,80,3,8,71,112,-2,72,60,10,182,-1,-82,-23
21006,80,-13,13,12,46,42,28,49,112,14,80,4,8,73,113,0,73,60,12,181,-5,-80,-20
21016,80,-13,15,11,46,41,27,49,112,15,80,3,8,74,114,2,73,60,11,183,-3,-80,-22
21026,80,-14,14,11,47,44,29,49,112,14,80,2,8,72,115,1,73,60,11,183,-4,-82,-22
21035,80,-15,14,13,47,43,30,49,112,15,80,6,9,74,114,0,74,61,12,183,-2,-84,-22
21045,64,-11,14,12,47,43,29,50,112,15,80,2,9,74,116,-2,74,62,12,184,-2,-84,-21
21055,64,-13,13,13,46,42,29,50,111,15,80,4,10,75,115,3,74,62,13,185,-6,-83,-21
21065,80,-12,13,13,46,42,30,49,111,12,80,2,9,74,118,-1,74,63,12,185,-1,-84,-20
21074,80,-13,15,13,45,43,28,51,110,15,80,2,9,74,116,0,74,63,12,186,-3,-83,-21
21083,80,-13,15,14,48,43,29,51,110,16,80,5,9,74,107,0,74,62,13,185,-6,-83,-21
21093,80,-12,15,13,47,45,31,51,109,16,80,4,9,74,118,-3,75,62,12,185,-4,-84,-21
21103,80,-12,13,14,47,45,29,51,109,17,80,2,10,73,117,-1,74,63,12,186,-2,-83,-22
21113,80,-13,15,13,49,45,32,53,107,16,80,1,9,74,118,-1,74,63,13,189,-4,-83,-19
21122,80,-11,15,13,47,44,30,52,108,16,80,2,9,75,119,0,74,63,13,187,-2,-84,-19
21132,80,-13,13,13,48,44,29,52,107,16,80,2,8,75,120,0,74,63,13,186,-2,-85,-20
21141,80,-14,12,13,47,44,31,52,107,17,80,3,10,75,120,0,75,62,14,186,-5,-80,-20
21151,80,-15,13,13,48,43,31,52,107,15,80,0,8,74,120,1,77,64,13,186,-2,-77,-22
21160,80,-14,12,13,49,44,32,53,107,16,80,1,8,74,123,-1,75,63,13,188,-3,-82,-21
21170,80,-13,15,13,47,42,31,52,111,17,80,3,9,73,121,0,76,64,14,188,-4,-78,-23
21180,80,-15,12,13,49,45,29,53,106,17,80,1,10,74,122,0,78,64,14,188,-3,-79,-18
21190,80,-12,13,14,49,46,31,54,106,17,80,3,8,75,122,-2,75,64,13,188,-4,-80,-20
21199,80,-13,12,13,49,44,31,55,106,17,80,1,7,75,121,-1,75,65,14,188,-3,-82,-20
21208,80,-15,14,11,49,45,30,55,105,17,80,2,8,74,124,-2,77,65,14,189,-5,-81,-20
21218,80,-13,12,12,49,44,31,56,106,17,80,2,10,75,124,-2,78,65,14,189,-6,-83,-20
21228,80,-13,12,14,50,45,31,55,105,17,80,3,10,73,123,0,77,64,13,189,-4,-82,-20
21238,80,-12,13,13,50,46,32,58,104,16,80,1,8,74,124,-6,77,65,14,188,-2,-86,-21
21247,80,-13,13,14,49,46,32,59,104,15,80,2,10,76,126,0,77,66,14,190,-3,-86,-21
21257,64,-13,14,13,50,46,31,56,103,16,80,4,9,74,125,-1,77,68,14,189,-3,-85,-20
21267,64,-11,13,13,49,45,33,57,101,17,80,3,9,76,126,1,78,67,15,189,-4,-82,-22
21277,64,-14,14,14,49,47,32,57,103,17,80,3,8,75,126,1,78,67,14,190,-1,-82,-22
21285,80,-12,14,13,51,46,34,59,101,17,80,3,9,75,127,0,78,65,13,190,-3,-80,-22
21295,64,-11,13,14,51,46,33,60,100,18,80,1,8,76,128,-2,78,67,14,188,-4,-78,-21
21305,80,-14,10,13,52,46,32,60,99,18,80,3,9,76,129,0,80,66,14,191,-4,-79,-22
21315,64,-14,13,14,51,46,35,62,98,8,80,1,10,76,128,-2,80,68,14,190,0,-78,-21
21324,80,-12,15,14,53,47,34,63,98,18,80,2,10,76,130,0,79,68,13,191,-5,-80,-20
21334,64,-14,14,14,53,46,34,64,98,17,80,3,7,78,131,-1,80,68,14,191,-1,-80,-23
21344,80,-13,11,14,51,46,34,64,95,19,80,2,7,76,133,1,81,69,14,191,-2,-82,-21
21353,64,-12,14,13,52,46,35,64,96,19,80,2,7,78,133,-1,83,68,14,191,-2,-85,-23
21362,80,-14,14,14,52,46,36,64,95,18,80,2,8,76,133,0,82,69,14,191,-2,-83,-20
21372,80,-14,12,17,52,46,35,66,94,18,80,2,9,78,133,0,83,71,16,191,-7,-86,-21
21382,80,-14,15,14,52,47,36,65,93,18,80,4,8,78,132,1,81,69,15,192,-2,-82,-20
21392,80,-12,14,16,53,47,36,66,95,18,80,1,9,77,133,-2,82,69,15,193,-3,-83,-21
21402,80,-14,12,14,54,49,35,66,93,18,80,1,7,78,134,1,81,70,14,191,-5,-82,-20
21411,80,-13,14,16,53,47,36,65,93,19,80,3,8,78,135,1,81,72,15,194,-3,-80,-22
21420,80,-13,14,15,52,47,36,65,95,19,80,2,10,78,138,1,82,71,15,192,-5,-78,-20
21430,64,-13,14,15,54,46,36,66,93,18,80,2,9,77,134,-1,81,71,14,194,-1,-81,-22
21440,80,-14,14,16,54,47,37,66,91,19,80,2,9,78,136,1,82,71,16,196,-6,-83,-20
21449,80,-12,14,15,54,47,37,68,91,20,80,-12,14,15,54,47,37,68,91,20,-3,-83,-23
21459,80,-15,14,16,55,48,38,68,92,19,80,1,8,78,137,-2,83,63,15,192,-3,-82,-22
21469,80,-13,13,16,52,48,38,68,92,20,80,3,8,78,135,-1,83,71,16,193,-2,-83,-22
21479,80,-14,13,15,55,47,37,69,91,20,80,4,10,78,135,-1,84,70,14,193,-2,-85,-21
21488,64,-14,13,15,55,48,38,68,91,20,80,4,9,78,137,0,82,71,16,192,-4,-85,-20
21497,64,-11,14,16,55,46,38,69,92,20,80,1,9,78,136,1,81,72,13,193,-6,-85,-21
21507,80,-15,14,15,55,48,37,69,90,22,80,2,8,78,136,0,83,71,15,192,-7,-81,-23
21517,80,-14,14,16,54,49,38,68,91,19,80,2,9,78,137,0,81,72,15,194,-3,-83,-20
21526,80,-12,14,16,53,48,37,69,92,20,80,1,10,78,138,0,83,75,15,192,-5,-81,-21
21536,80,-13,14,15,55,48,37,67,92,19,80,1,10,79,138,-2,82,71,15,192,-4,-79,-20
21546,80,-15,14,18,55,47,38,70,92,20,80,3,8,77,137,0,84,72,15,192,-4,-80,-20
21556,80,-13,14,16,55,48,38,69,95,20,80,2,10,78,138,2,82,72,16,192,-6,-82,-21
21565,80,-14,14,18,56,49,38,71,92,20,80,3,8,78,138,0,83,72,12,192,-8,-81,-19
21574,80,-11,13,17,56,47,38,70,92,21,80,2,9,80,139,-1,83,71,15,193,-3,-81,-22
21584,64,-14,12,16,55,48,39,68,93,20,80,2,8,77,139,1,82,72,17,193,-6,-81,-20
21594,64,-12,15,17,56,46,38,71,93,19,80,4,8,78,137,1,81,72,15,195,-4,-84,-20
21604,64,-13,15,17,55,48,36,71,92,21,80,4,8,78,138,0,82,72,15,194,-4,-82,-21
21613,80,-14,11,17,56,48,38,71,91,19,80,1,10,80,139,-1,82,71,15,193,-6,-83,-21
21623,64,-13,14,17,55,48,40,72,92,19,80,3,11,79,139,0,87,74,16,193,-6,-83,-20
21633,80,-13,13,18,57,48,38,71,93,21,80,1,9,77,138,1,83,72,17,194,-5,-86,-21
21642,64,-11,11,16,55,48,37,70,94,19,80,2,9,78,138,-2,84,73,17,194,-6,-86,-22
21651,64,-14,13,16,57,47,38,70,94,19,80,2,9,80,138,-1,82,74,15,194,-4,-83,-23
21661,64,-14,14,16,57,49,37,69,98,18,80,1,10,79,139,-2,83,72,16,195,-1,-84,-24
21671,80,-11,15,17,57,49,37,69,100,19,80,2,9,74,139,1,83,72,16,194,0,-84,-24
21681,64,-11,13,16,55,48,36,68,103,16,80,1,8,80,140,0,83,73,16,193,0,-82,-27
21690,64,-13,16,16,54,49,34,66,107,17,80,2,9,81,140,0,84,73,14,191,0,-84,-26
21700,64,-12,13,14,53,47,32,65,111,16,80,1,8,80,141,-3,83,75,14,191,-2,-86,-24
21709,64,-12,13,13,51,48,29,64,116,14,80,0,8,79,142,-2,83,74,11,188,-3,-88,-24
21719,80,-13,11,14,54,47,26,62,121,10,80,-2,9,80,143,1,81,75,9,183,-1,-93,-25
21729,80,-11,13,13,50,47,26,64,128,10,80,-5,9,78,143,0,78,73,6,172,-1,-96,-26
21738,64,-14,12,13,47,47,26,66,137,8,80,-14,9,76,140,0,75,69,4,149,1,-98,-25
21748,80,-14,13,13,45,47,26,64,145,7,80,-25,6,75,140,0,68,70,4,120,3,-98,-24
21758,80,-15,14,11,45,45,25,65,154,8,80,-84,-4,74,138,1,59,64,1,102,15,-98,-25
21768,80,-15,14,12,44,45,26,65,162,5,112,-220,-22,74,129,0,45,57,1,88,17,-98,-26
21776,80,-15,14,12,44,46,25,64,170,6,96,-337,-39,70,114,-1,33,45,-2,72,18,-93,-21
21786,64,-14,12,11,44,46,22,63,175,5,0,-327,-108,70,93,0,30,35,-2,60,13,-84,-17
21796,80,-14,15,11,44,46,22,63,181,5,16,-185,-112,66,75,0,25,34,-2,51,6,-79,-12
21806,64,-13,9,11,46,45,23,64,188,4,96,-97,-132,60,60,0,22,28,2,45,2,-69,-6
21815,80,-15,12,12,44,44,23,63,193,6,128,-53,-102,57,53,0,20,27,-2,38,2,-62,-5
21825,80,-14,12,11,45,44,26,64,198,3,96,-44,-96,50,46,-2,17,20,0,33,4,-55,-4
21835,80,-14,12,10,46,44,26,67,201,5,96,-47,-112,44,42,-8,17,24,0,29,9,-48,-9
21844,80,-16,13,13,46,43,27,67,204,5,96,-26,-98,42,38,0,18,20,-2,26,15,-45,-13
21853,80,-14,12,11,47,44,27,67,207,4,96,19,-103,43,38,0,17,22,0,25,17,-45,-15
21863,80,-13,12,12,48,46,29,68,205,6,112,105,-149,48,40,0,18,27,0,28,17,-40,-13
21873,80,-14,13,11,47,43,29,70,206,5,80,237,-86,55,43,0,20,32,6,31,18,-46,-10
21883,80,-16,12,12,47,41,30,73,206,4,48,421,-89,64,48,-2,24,38,-1,33,19,-51,-8
21893,80,-12,12,12,47,38,31,73,205,4,-16,283,-41,74,51,0,24,45,-2,38,16,-62,-5
21902,64,-12,14,12,46,38,30,73,203,5,80,198,-35,81,59,0,26,53,2,47,16,-72,-5
21911,80,-15,13,13,45,35,29,72,189,5,64,266,-25,90,63,0,30,60,1,52,15,-84,-9
21921,80,-13,15,11,44,33,29,67,191,5,0,190,8,96,70,0,36,64,2,60,15,-98,-5
20005,80,-11,12,9,39,36,19,33,107,11,80,2,10,62,85,-2,61,49,8,152,-4,-85,-20
                     ,,,,,,,,,,,,,,,,,,,,,,,
