Counter (ms), LH - Accel: X,LH - Accel: Y,LH - Accel: Z,LH - ADC Channel 1,LH - ADC Channel 2,LH - ADC Channel 3,LH - ADC Channel 4,LH - ADC Channel 5,LH - ADC Channel 6,LH - ADC Channel 7, RH - Accel: X,RH - Accel: Y,RH - Accel: Z,RH - ADC Channel 1,RH - ADC Channel 2,RH - ADC Channel 3,RH - ADC Channel 4,RH - ADC Channel 5,RH - ADC Channel 6,RH - ADC Channel 7, Pelvis - Accel: X, Pelvis - Accel: Y, Pelvis - Accel: Z  
14537,64,-7,14,56,105,91,177,204,6,172,208,-5,19,20,6,-2,14,0,-1,1,-14,-63,-6
14547,80,-3,17,58,109,90,181,210,6,177,208,-4,27,20,7,0,14,1,0,0,-14,-78,-7
14556,80,-5,17,58,112,89,185,217,6,182,224,-13,37,22,8,0,15,2,0,2,-12,-87,-1
14566,80,-5,16,61,115,88,189,225,10,188,224,-15,50,21,8,-2,15,3,0,1,-10,-94,4
14576,80,-6,17,62,119,87,194,236,7,195,208,-14,53,21,8,-1,14,2,-1,1,-13,-100,3
14586,80,-4,20,67,126,84,196,242,6,199,208,-7,66,23,9,-2,15,1,-2,2,-14,-103,5
14595,80,-11,17,67,131,85,202,252,5,207,208,-5,75,23,8,-1,14,-1,-2,1,-14,-101,6
14604,96,-10,18,69,138,79,209,262,5,216,192,-1,81,23,9,1,14,2,-2,2,-12,-93,4
14614,96,-11,17,73,146,79,217,273,6,220,176,-5,94,24,9,1,14,1,0,1,-11,-83,0
14624,96,-11,16,75,154,73,220,282,7,230,160,-11,115,22,9,0,14,2,-3,1,-7,-78,-5
14634,96,-13,18,81,161,74,223,292,8,237,160,-7,138,22,7,-2,16,-3,0,1,-5,-72,-12
14643,96,-12,18,87,172,71,227,299,9,244,144,0,233,29,7,0,16,1,-3,0,-2,-70,-16
14653,112,-13,20,93,184,66,229,303,8,247,128,13,293,20,9,0,16,0,-1,2,1,-67,-18
14662,112,-13,18,102,200,64,233,310,8,251,160,31,337,19,7,0,16,1,0,1,9,-64,-21
14673,112,-14,21,109,218,62,234,315,7,253,224,44,320,19,7,1,16,-1,1,2,17,-63,-17
14681,112,-14,21,119,232,59,234,320,9,253,256,67,284,17,6,0,17,0,1,2,18,-66,-6
14691,112,-9,19,125,250,56,228,318,8,251,192,81,207,18,8,0,16,0,-1,3,19,-72,2
14701,128,0,18,135,272,52,221,315,10,240,96,70,151,16,6,-1,16,0,0,3,8,-78,13
14711,144,4,18,140,292,49,213,309,9,224,48,56,103,14,7,-1,16,0,0,1,-15,-92,21
14720,144,14,16,149,312,48,195,300,10,195,64,37,62,12,8,0,15,0,-1,-3,-36,-104,29
14729,144,14,16,156,334,43,169,288,11,168,256,10,266,10,5,1,16,-1,0,4,-50,-108,35
14739,160,-1,16,164,357,38,148,275,9,147,64,-14,67,8,4,1,16,-1,0,5,-63,-118,41
14749,160,-11,12,174,381,36,134,261,11,132,32,27,-121,6,1,-1,16,0,0,8,-55,-126,41
14759,176,-13,11,180,409,31,121,254,11,115,80,59,-122,5,5,4,16,-3,0,10,-35,-126,25
14768,192,-15,7,183,435,24,108,248,11,103,176,20,25,6,5,0,31,0,0,10,-7,-126,0
14778,208,-20,2,191,457,22,97,243,11,92,256,36,-2,4,7,-3,44,-1,-2,7,28,-137,-36
14788,240,-37,6,191,474,16,95,241,8,83,48,3,10,-1,6,0,50,-1,-1,8,59,-135,-44
14797,256,-30,-2,185,481,13,92,233,2,73,0,-28,36,0,5,-2,58,-2,-2,11,76,-133,-52
14806,272,1,-13,171,475,10,83,218,4,63,0,-44,11,-2,7,0,61,0,1,21,102,-127,-61
14816,272,42,-33,150,445,6,78,196,4,54,16,-33,11,2,9,-1,63,-1,0,40,119,-115,-69
14826,256,75,-65,124,395,3,65,167,4,46,32,-15,24,-2,7,0,59,-1,0,74,116,-90,-39
14836,240,77,-30,111,326,2,55,128,2,36,64,16,36,-2,6,1,59,-1,0,96,81,-77,-26
14845,208,50,-34,87,245,1,42,88,0,31,80,44,19,-2,11,0,58,1,1,118,40,-67,-22
14855,128,7,-46,61,184,0,36,65,2,17,64,35,5,4,18,1,56,-3,3,134,-3,-63,-24
14865,112,-3,-42,34,110,-1,25,47,-1,6,64,15,12,13,28,1,55,8,3,149,-43,-62,-25
14874,112,-1,-91,17,49,-3,15,26,2,3,80,-1,21,18,37,-1,57,13,4,160,-85,-64,-26
14883,32,22,-224,3,26,1,6,10,1,3,80,-16,15,26,43,0,60,18,3,172,-118,-65,-5
14893,-144,50,-138,0,24,4,8,12,2,3,64,-16,8,34,52,-1,62,27,6,189,-130,-65,5
14903,-272,73,-182,1,19,1,7,10,2,4,80,-6,8,41,57,-2,66,34,5,198,-121,-76,22
14913,-160,30,-143,2,20,1,8,13,2,4,80,7,20,50,62,-1,69,39,4,207,-82,-92,3
14923,-32,0,-181,1,21,1,8,15,3,4,80,15,12,56,69,-1,71,49,5,218,-28,-111,-30
14932,80,-62,-65,2,21,0,7,15,2,3,64,16,9,65,77,1,74,54,6,222,17,-123,-46
14941,48,3,-79,2,19,2,8,17,-5,4,80,7,12,74,86,-1,73,64,6,227,61,-135,-34
14951,0,12,-97,1,20,0,7,16,2,1,80,2,14,80,90,-3,73,67,6,230,83,-145,-17
14961,-32,-12,-90,1,20,0,8,15,3,2,80,1,13,85,94,0,76,72,4,232,94,-140,-7
14970,-16,-25,-82,1,19,0,6,15,2,3,80,1,12,93,100,0,75,79,6,234,94,-128,-4
14980,-16,-38,-76,1,21,0,5,13,2,2,80,4,12,98,104,0,77,82,8,235,71,-123,-6
14990,-16,-32,-73,1,19,1,7,13,2,2,80,3,13,102,112,-2,79,88,8,232,32,-110,-10
15000,16,-31,-68,3,22,1,8,14,2,2,80,1,10,105,119,0,78,93,8,231,16,-106,-8
15009,48,-21,-55,1,21,0,5,13,3,2,80,-1,12,106,126,-1,77,96,10,230,-10,-90,-14
15018,48,-16,-59,1,21,1,6,5,1,2,80,2,12,109,130,-1,79,100,10,220,-32,-72,-11
15028,48,-11,-56,1,22,1,6,12,2,2,80,0,12,111,137,0,79,103,11,224,-41,-58,-14
15038,80,-7,-44,1,22,1,5,13,2,3,80,0,13,113,144,0,82,107,18,219,-47,-43,-16
15047,96,-3,-39,1,23,1,7,12,2,4,80,0,12,114,149,0,84,112,14,219,-43,-32,-16
15057,128,12,-20,1,22,1,5,12,2,3,80,0,9,120,155,-2,84,115,12,218,-30,-24,-15
15067,144,27,1,1,24,0,4,11,4,5,80,0,10,121,164,-1,86,121,14,218,-19,-20,-20
15077,160,59,16,2,24,2,4,12,1,4,80,0,10,124,171,-2,88,122,14,218,-6,-21,-19
15086,128,73,1,0,24,0,2,9,2,4,80,1,12,126,175,0,90,127,16,218,6,-23,-20
15095,112,52,2,2,24,1,2,11,1,6,80,2,13,130,182,2,94,131,14,218,13,-25,-19
15105,128,21,-2,1,24,1,4,9,9,6,80,3,11,133,184,-2,97,137,16,219,13,-31,-16
15115,160,4,5,3,25,2,4,9,1,5,80,1,12,138,189,1,99,142,19,220,16,-35,-12
15125,176,-12,13,2,26,1,5,8,1,6,80,1,12,140,196,-1,102,147,16,222,8,-43,-16
15134,192,-29,34,1,28,-3,7,10,2,8,80,2,11,146,208,0,108,151,17,221,4,-52,-17
15144,176,-37,42,1,27,0,7,10,4,7,80,-1,12,151,214,-1,112,158,18,222,0,-65,-17
15153,160,-36,44,1,28,1,8,11,1,8,80,2,13,156,225,0,114,163,19,221,-8,-78,-11
15163,176,-23,44,1,26,1,7,10,1,9,80,3,10,162,237,0,122,170,20,219,-13,-86,-7
15172,160,-12,43,1,27,2,8,10,2,8,80,5,11,170,247,0,129,174,20,222,-17,-99,1
15182,160,-6,43,0,27,2,8,11,1,8,80,4,14,174,259,-1,130,184,21,214,-17,-106,6
15192,144,-1,43,1,26,-1,6,9,1,8,80,1,13,181,269,-1,137,193,22,208,-16,-110,6
15202,160,4,43,1,27,1,5,8,1,8,80,1,13,189,283,2,147,202,26,202,-15,-111,8
15211,160,3,44,1,29,0,7,10,1,8,96,3,12,196,291,0,155,209,29,189,-11,-110,5
15220,176,10,49,0,26,1,8,8,0,9,96,3,14,204,305,0,168,220,29,171,-1,-108,3
15230,192,21,60,1,27,1,8,9,2,8,96,3,10,213,316,-2,179,227,33,153,5,-101,2
15240,192,24,75,2,25,1,6,10,2,8,96,3,12,218,326,0,188,233,35,136,7,-87,6
15250,192,33,105,4,27,1,7,10,3,9,96,0,12,223,338,0,204,242,39,119,5,-78,2
13333,80,-8,15,41,70,116,126,152,19,113,192,-34,2,18,5,0,18,0,-1,1,-5,-27,-8
15560,80,-1,14,0,0,0,0,0,0,0,-160,-40,-110,0,0,0,0,0,0,0,-44,-133,-42
15570,64,-2,15,19,71,107,53,82,252,38,0,-34,-176,15,6,0,11,2,-3,-1,-107,-141,-15
15579,64,-9,16,18,72,109,55,87,235,41,128,30,-148,13,5,-1,12,2,-1,0,-131,-142,35
15588,64,-16,17,21,76,111,58,90,217,42,112,41,-4,12,4,-3,11,2,-1,0,-118,-150,31
15598,80,-17,16,22,77,115,60,93,200,45,64,24,-19,13,5,-4,13,2,0,-2,-77,-146,22
15608,80,-14,16,23,79,114,62,99,187,48,16,18,-59,13,5,0,13,0,0,0,-20,-137,-13
15618,64,-10,12,24,78,115,66,98,174,51,-32,16,-144,10,5,0,13,0,0,-2,14,-129,-23
15627,80,-8,14,23,81,116,68,102,160,52,-64,16,-51,13,5,0,13,1,-2,-3,39,-112,-20
15637,64,-13,16,24,79,116,71,104,145,49,-48,21,-91,14,3,0,13,1,0,-2,48,-93,-20
15647,80,-13,15,24,81,118,72,107,131,52,0,15,-71,10,4,0,12,0,0,-1,45,-77,-21
15656,64,-12,15,24,80,116,72,109,116,55,32,16,-86,11,6,-2,14,0,0,0,30,-62,-24
15665,64,-10,15,26,81,115,73,112,106,57,48,15,-69,11,4,0,13,-1,-1,-2,11,-50,-21
15675,64,-11,17,26,80,116,77,112,96,59,80,17,-60,11,5,-1,13,0,-1,0,-10,-45,-23
15685,80,-9,16,26,80,117,82,115,90,61,80,8,-32,11,4,1,15,2,0,1,-24,-39,-20
15695,64,-11,12,25,80,119,82,115,84,63,112,-13,-31,11,4,0,13,0,0,-1,-37,-30,-13
15704,80,-9,14,27,80,119,85,119,87,66,128,-34,-32,10,5,1,13,-1,-1,1,-41,-28,-8
15714,80,-7,14,28,80,120,87,121,71,68,128,-44,-21,13,5,-1,14,-1,-1,1,-38,-27,-4
15723,80,-13,12,29,81,120,90,124,66,71,144,-23,-21,12,6,0,15,0,1,0,-27,-26,-9
15733,80,-8,14,30,81,121,92,128,61,74,144,-6,-15,12,5,-2,14,-2,0,0,-18,-29,-13
15743,80,-7,15,31,81,122,94,129,58,78,144,0,-5,12,6,-3,13,-1,0,-8,-7,-35,-20
15752,80,-8,16,32,83,124,96,132,54,80,160,-11,-2,13,5,0,14,-3,-1,1,-3,-38,-17
15762,80,-9,13,34,85,124,99,137,50,83,176,-25,4,13,5,0,14,0,-1,2,-3,-44,-18
15772,80,-9,14,35,87,125,103,142,46,88,192,-25,11,13,6,0,16,-1,-1,1,-2,-52,-14
15782,80,-11,15,35,87,124,106,145,44,93,192,-15,15,13,7,-1,16,0,0,2,-7,-66,-12
15790,80,-10,16,37,92,128,110,154,43,97,192,-15,25,16,8,0,15,-3,-1,0,-8,-79,-6
15800,80,-8,13,41,91,128,114,155,39,101,208,-16,33,16,8,-2,15,2,-1,0,-9,-86,0
15810,80,-9,15,41,94,131,117,164,36,105,208,-17,46,18,9,0,16,1,0,1,-11,-97,3
15820,80,-12,14,43,95,133,122,168,29,111,208,-16,57,18,8,0,17,2,0,-2,-12,-103,4
15829,80,-12,14,44,95,134,126,178,30,116,192,-7,64,18,8,0,17,1,-2,1,-14,-105,2
15839,80,-13,14,45,98,135,132,184,23,122,176,-1,65,18,10,-1,16,3,-2,1,-13,-108,2
15849,80,-9,15,49,100,136,140,193,22,128,144,10,67,18,8,0,16,1,-1,0,-13,-103,2
15858,80,-10,15,51,103,137,146,200,17,135,144,16,70,17,8,-1,15,2,-1,0,-15,-96,-5
15867,80,-11,15,51,105,136,153,212,17,142,160,19,75,17,9,0,15,2,-2,1,-15,-86,-3
15877,80,-10,16,53,109,134,162,226,16,150,176,18,84,19,9,-1,16,1,-1,1,-10,-80,-6
15887,80,-10,17,56,116,129,171,237,12,154,176,17,99,19,9,1,17,2,0,0,-5,-69,-9
15897,80,-12,15,59,120,121,179,246,10,163,160,18,118,19,9,0,18,1,1,-1,-5,-62,-9
15907,96,-15,14,61,124,111,186,255,9,171,144,20,152,20,8,-1,17,2,0,2,1,-56,-8
15916,96,-14,15,71,128,101,192,266,8,179,128,27,189,20,7,0,18,2,2,2,2,-57,-11
15926,96,-13,16,71,134,94,202,277,9,187,128,32,246,19,8,-1,18,2,0,1,7,-58,-18
15935,96,-13,15,74,143,87,205,288,7,196,128,23,272,18,10,0,18,1,0,1,10,-64,-15
15945,96,-15,17,76,154,82,210,297,10,203,176,17,262,17,7,-2,19,2,0,2,8,-68,-15
15954,112,-13,15,85,162,75,216,308,10,208,192,29,218,16,7,1,18,1,-2,2,4,-77,-2
15964,112,-9,16,92,174,72,219,320,10,214,144,44,175,16,10,0,18,2,-2,1,1,-82,6
15974,128,-4,15,99,188,65,222,327,11,216,80,51,123,17,9,1,18,3,0,-1,-6,-88,15
15984,128,-1,17,106,207,60,225,329,11,216,96,58,49,16,9,-4,18,1,0,1,-15,-93,19
15994,128,-7,17,116,225,57,220,332,11,212,336,32,189,13,6,0,20,1,0,4,-27,-100,21
16002,128,-12,14,125,241,53,215,330,10,198,48,23,95,10,4,-3,17,-1,-2,2,-37,-107,22
16012,128,-14,16,136,259,49,204,324,10,178,32,39,-50,8,4,-1,14,-1,0,4,-44,-110,23
16022,144,-15,12,143,277,47,183,315,13,154,80,18,-62,8,4,0,14,0,-1,5,-37,-116,23
16031,144,-15,13,151,300,42,149,297,11,133,144,31,55,9,6,-2,19,-2,-1,8,-21,-112,13
16041,160,-19,12,158,323,36,130,272,10,115,208,22,-6,8,6,-3,31,0,0,7,-7,-113,-12
16051,176,-16,7,168,342,29,112,249,11,98,128,0,2,7,7,-1,40,1,-1,4,17,-119,-22
16061,176,-9,5,171,362,25,101,238,11,88,48,-22,27,6,8,-1,51,2,0,4,40,-117,-34
16070,192,-12,6,179,382,21,88,231,9,77,32,-28,15,3,6,-1,58,-1,0,7,64,-124,-41
16079,224,-14,11,175,396,17,82,224,9,67,32,-25,1,2,7,0,62,-3,0,11,79,-123,-50
16089,224,-6,6,166,399,12,76,211,7,57,32,-15,10,0,6,-1,66,-1,-1,16,100,-119,-57
16099,224,14,-13,150,398,9,71,197,5,50,48,8,34,0,5,-2,65,0,0,23,99,-106,-50
16109,208,23,-28,126,385,6,62,172,4,45,80,28,8,0,5,0,66,0,-2,34,86,-95,-27
16118,176,44,-27,110,349,2,54,138,3,39,48,16,11,-1,4,0,64,2,2,62,49,-83,-21
16128,128,41,15,92,293,1,45,106,3,28,48,5,21,1,7,-1,63,0,2,77,9,-71,-18
16138,80,30,13,71,218,-1,33,74,1,19,64,-2,16,0,10,0,63,-1,2,89,-31,-69,-23
16147,48,-6,-39,46,169,1,28,64,1,11,80,-10,14,0,11,-1,63,-1,3,98,-59,-69,-21
16156,48,-4,-15,27,116,1,23,41,2,6,64,-5,15,5,15,-1,59,0,5,106,-86,-70,-11
16166,48,0,-37,17,62,1,13,26,2,3,64,2,9,11,21,-2,65,2,4,111,-91,-74,-9
16176,-96,54,-255,7,32,1,7,16,2,3,80,7,12,13,24,0,65,4,3,112,-87,-76,2
16186,-192,49,-181,4,34,1,7,14,3,5,80,6,9,18,26,0,68,6,4,115,-63,-84,-13
16195,-160,62,-156,4,32,1,7,14,3,3,80,1,10,24,27,0,70,9,5,111,-23,-89,-25
16205,-80,23,-142,4,32,1,9,15,2,5,80,2,12,26,29,2,71,11,5,119,13,-99,-29
16214,16,-38,-115,5,29,2,6,15,2,4,80,2,10,29,31,0,73,12,5,116,29,-105,-26
16224,16,-57,-100,4,27,0,6,15,3,4,80,3,14,32,30,0,72,12,5,117,45,-112,-22
16234,-32,-2,-108,2,25,1,5,14,2,3,80,4,12,34,31,-1,75,13,4,116,49,-121,-17
16243,-16,-34,-76,2,25,2,4,14,4,3,80,3,14,37,31,0,74,14,3,115,48,-121,-11
16253,0,-40,-82,2,25,1,-2,14,2,2,80,5,10,39,29,0,74,12,4,113,32,-119,-13
16263,32,-39,-47,3,27,0,4,15,2,2,80,3,12,40,30,-4,74,12,4,112,17,-117,-14
16273,48,-18,-46,2,26,-2,5,15,1,2,80,5,12,42,31,0,75,11,6,112,1,-109,-13
16281,64,-5,-36,3,27,0,4,14,1,4,80,2,13,42,31,0,74,11,5,110,-15,-97,-15
16291,80,13,-18,1,28,2,4,12,-9,3,80,4,12,42,31,2,74,11,4,110,-22,-81,-15
16301,80,25,-11,1,27,2,4,12,3,4,80,1,10,44,30,0,73,9,4,109,-25,-65,-18
16311,64,29,-12,2,28,0,0,10,3,5,80,3,11,42,30,-1,72,9,4,108,-25,-56,-18
16320,80,29,7,3,29,-2,2,10,4,5,80,2,10,43,30,1,69,9,5,110,-18,-45,-20
16330,80,35,8,2,29,-1,2,9,2,5,80,2,11,42,30,0,70,10,6,107,-16,-38,-22
16340,96,32,12,4,29,0,2,9,3,5,80,5,13,42,30,-2,65,12,4,110,-14,-35,-19
16350,112,20,14,3,30,0,1,9,3,6,80,2,11,44,30,0,69,11,6,112,-6,-34,-19
16359,112,2,17,3,30,0,2,9,2,7,80,1,13,45,32,1,71,13,5,115,2,-36,-18
16368,112,-11,21,3,30,0,1,9,1,7,80,1,11,46,33,-1,71,14,6,117,4,-44,-20
16378,128,-22,30,4,30,1,3,10,2,6,80,4,9,51,34,1,72,17,5,121,6,-47,-20
16388,128,-33,39,3,31,3,4,11,2,8,80,1,12,54,35,0,72,17,5,125,8,-59,-21
16398,128,-40,39,3,30,2,6,10,3,8,80,1,10,56,37,1,72,21,5,132,3,-68,-17
16407,128,-40,42,4,30,1,5,10,3,6,80,3,10,57,40,-1,72,21,6,134,2,-74,-16
16417,128,-23,41,4,31,2,7,10,2,8,80,2,10,60,42,-2,72,22,5,140,-1,-83,-9
16426,128,-18,42,3,30,2,6,11,2,10,80,3,9,59,46,0,72,23,5,143,-3,-88,-5
16436,128,-12,40,3,32,1,7,12,2,7,80,3,12,61,49,-1,73,25,6,146,-7,-95,-2
16445,128,-11,40,3,31,1,8,13,2,7,80,1,9,62,54,0,72,26,6,149,-8,-97,-2
16455,128,-4,38,3,30,2,6,13,2,8,80,1,9,62,55,-1,73,30,6,158,-8,-99,-2
16465,112,-2,38,3,30,1,6,15,3,6,80,1,11,69,58,-2,75,32,6,165,-2,-96,0
16475,112,-3,35,3,29,0,8,15,0,4,80,2,10,70,61,-1,74,34,6,172,1,-92,-2
16484,112,-6,35,2,27,2,7,15,2,4,80,1,11,73,67,-1,77,40,7,177,5,-85,-1
16493,112,14,33,3,26,2,7,16,1,3,80,2,10,75,68,0,75,41,7,185,8,-80,-4
16503,96,2,34,2,24,0,7,16,0,4,80,1,10,77,72,0,75,44,8,189,8,-74,-4
16513,96,14,32,2,26,0,6,15,2,7,80,1,10,82,77,2,76,50,8,196,9,-69,-4
16523,96,16,35,1,23,0,5,16,1,3,80,4,10,86,82,-4,77,56,9,204,9,-69,-6
16532,112,17,38,2,24,1,4,15,1,4,80,1,10,90,88,0,78,59,11,210,12,-69,-5
16542,112,16,41,2,22,1,5,14,1,4,80,3,12,96,94,0,82,65,11,217,11,-74,-8
16552,112,7,46,3,23,0,6,15,0,3,80,1,12,101,103,0,83,73,12,221,14,-75,-5
16562,112,-4,52,2,25,1,5,16,-1,3,80,1,9,104,110,0,84,77,12,226,9,-81,-3
16570,112,-7,56,1,24,1,6,15,0,4,80,-1,12,111,122,-1,85,84,14,230,6,-84,-5
16580,128,-8,61,2,23,1,7,15,2,4,80,2,9,114,132,0,91,91,14,235,6,-89,-5
16590,128,-8,70,2,25,1,7,16,1,3,80,1,9,123,144,0,93,99,15,237,4,-91,-6
16600,112,-11,83,4,25,0,7,16,1,3,80,1,10,132,154,-1,97,107,18,238,-3,-91,-7
16609,96,-18,105,2,25,1,9,16,0,5,80,1,9,141,167,-1,105,117,19,239,-7,-89,-9
16619,96,-26,149,3,26,0,9,15,0,3,80,2,10,149,182,0,112,128,21,240,-14,-87,-10
16629,80,-53,190,5,25,1,10,15,1,5,80,2,8,157,195,1,117,135,20,241,-15,-86,-12
16638,112,-84,208,4,25,1,8,16,1,5,96,1,10,168,212,0,129,145,21,242,-19,-81,-14
16647,128,-73,200,1,27,1,10,16,0,5,96,2,10,176,229,-2,138,154,22,240,-22,-72,-10
16657,128,-33,168,4,26,0,9,16,3,5,96,0,10,186,245,-1,150,167,24,234,-29,-66,-10
16667,112,-16,138,3,24,1,7,16,0,3,96,1,10,196,258,0,158,183,28,223,-17,-58,-7
16677,64,-7,101,4,23,0,7,12,1,4,112,2,12,204,276,-2,171,197,32,203,-29,-54,-3
16687,160,-27,62,3,24,1,9,10,1,3,112,0,10,213,289,0,186,207,35,178,-20,-52,2
16696,288,-52,164,2,21,4,2,10,2,3,112,0,9,221,306,0,202,217,42,152,-3,-54,5
16705,16,27,38,2,20,0,1,6,7,2,112,1,10,226,319,-1,218,226,46,126,12,-62,5
16715,16,21,-128,1,17,1,1,6,16,3,112,1,9,228,328,2,237,232,54,109,27,-74,3
16725,112,5,4,4,18,2,0,6,28,1,128,1,8,229,337,0,255,237,59,93,39,-85,0
16734,192,20,10,2,22,3,-1,6,47,1,128,2,9,225,345,-1,269,236,66,83,46,-105,-4
16744,112,34,-47,1,25,1,0,4,74,1,144,2,7,215,347,0,288,229,73,73,41,-117,-7
16754,144,6,-1,1,29,5,1,2,103,2,144,3,4,199,342,0,305,218,82,67,26,-136,-14
16764,96,-23,20,2,33,6,0,1,141,1,176,1,3,175,323,0,323,191,87,58,-1,-147,-22
16772,32,-34,6,4,38,7,1,2,185,2,192,-4,-4,159,298,-2,343,155,94,50,-29,-151,-25
16782,48,-41,15,6,42,11,0,3,215,2,192,-14,-12,140,251,-1,363,118,101,47,-66,-150,-24
16792,64,-25,24,6,43,15,1,1,232,3,208,-10,-21,133,208,-1,379,98,105,41,-93,-145,-23
16802,48,-15,17,7,43,23,1,2,242,1,224,-4,-23,124,173,-3,390,82,111,36,-99,-133,-11
16811,48,-12,23,6,44,28,0,2,246,2,224,14,-25,121,137,0,396,69,112,30,-85,-111,-7
16821,48,-4,24,6,46,35,1,3,245,2,240,31,-23,118,112,0,394,63,114,24,-50,-86,-8
16831,64,2,5,8,46,42,0,5,247,1,224,32,-13,115,94,-2,370,59,104,15,-14,-72,-19
16840,80,-1,13,9,48,45,1,7,248,4,192,2,-32,104,83,-1,326,50,85,12,15,-62,-28
16850,64,-7,16,10,47,51,7,10,250,5,192,-25,-29,94,68,0,244,40,64,8,43,-52,-37
16859,64,-13,16,9,49,55,11,18,253,9,192,-36,-12,80,54,0,165,27,40,4,61,-43,-29
16869,64,-12,15,9,51,58,15,24,256,12,144,-17,-20,63,43,-1,105,21,23,2,66,-42,-23
16879,80,-9,14,12,52,60,21,27,260,14,96,-8,-31,50,32,-3,68,14,9,2,64,-39,-18
16889,64,-11,14,9,51,61,26,33,261,15,48,-12,-61,35,20,-1,39,10,3,1,46,-43,-20
16898,64,-13,16,12,54,65,33,39,262,17,0,-45,-212,20,12,-2,14,6,-2,1,25,-58,-28
16908,64,-12,31,12,54,69,35,43,263,17,-128,-87,-269,20,10,0,12,5,0,1,-3,-75,-37
16917,64,-15,14,12,56,70,37,46,262,20,-208,-34,-90,18,11,-1,13,2,0,1,-36,-90,-29
16927,80,-15,16,13,58,76,38,51,258,24,-144,-26,-194,16,7,0,13,-7,-1,2,-58,-101,-13
16936,80,-13,16,15,59,77,40,56,255,26,-16,-6,-129,14,6,0,13,2,-2,1,-62,-110,0
16946,80,-12,16,15,57,82,41,55,249,28,48,25,-153,14,7,0,11,2,-3,2,-50,-123,7
16956,64,-12,13,17,58,86,44,57,242,30,48,21,-82,13,7,-1,12,1,0,1,-26,-127,-6
16966,80,-8,14,17,59,89,46,62,232,30,32,19,-73,11,5,0,12,1,-3,-2,-6,-128,-16
16975,80,-9,15,17,59,91,48,65,223,31,0,7,-102,14,6,-1,12,1,-2,-2,14,-121,-17
16984,64,-11,14,18,60,93,50,67,214,36,-16,-21,-98,13,8,0,12,-1,-2,0,23,-113,-19
16994,64,-11,15,20,62,98,52,70,207,38,-32,-20,-60,12,6,0,11,0,0,1,19,-96,-23
17004,80,-11,15,19,59,99,53,75,197,43,-16,-11,-84,11,5,-2,10,1,0,-2,17,-85,-24
17014,64,-14,15,19,64,102,54,79,187,43,16,0,-60,12,5,-2,12,0,-2,0,3,-72,-25
17023,80,-12,16,20,63,106,58,85,177,45,32,6,-75,12,5,0,12,0,-3,0,-6,-61,-21
17033,80,-13,31,20,63,108,63,88,168,49,48,12,-72,12,5,0,12,0,-1,1,-14,-53,-19
17043,80,-13,12,22,65,109,66,96,162,49,80,32,-58,12,5,0,12,-1,0,0,-18,-46,-17
17053,64,-11,14,21,69,111,67,100,153,53,112,21,-27,13,4,0,13,-2,-1,1,-20,-40,-10
17061,80,-11,15,22,68,115,69,105,144,56,144,-6,-18,14,5,0,13,-2,-1,0,-21,-38,-12
17071,64,-13,16,22,68,116,71,107,140,56,144,-33,-12,13,5,-1,12,-1,0,0,-17,-41,-13
17081,64,-11,15,23,70,120,75,110,133,59,128,-23,-14,11,4,0,14,-3,-2,0,-16,-45,-16
17091,64,-11,14,24,72,122,75,112,129,60,144,-2,-9,14,5,0,13,-2,-1,1,-11,-48,-17
17100,80,-10,13,23,72,123,77,114,127,63,144,-1,2,12,5,0,13,0,0,1,-8,-57,-14
17110,64,-14,13,24,72,127,79,116,125,64,144,-14,0,13,6,0,14,-1,-1,1,-9,-69,-12
17120,64,-11,15,22,73,125,80,119,125,67,144,-15,4,16,5,-2,14,0,-1,0,-4,-78,-6
17129,64,-11,15,25,73,131,81,121,125,68,144,-15,6,15,7,-2,14,-1,1,-2,-3,-87,-8
17138,64,-12,14,25,73,132,83,121,125,69,160,-18,10,17,6,0,14,0,-9,0,-5,-94,-3
17148,64,-12,15,26,74,134,84,120,126,72,176,-23,12,17,6,-1,13,0,-1,0,-13,-102,-1
17158,64,-11,14,26,72,135,84,120,126,73,176,-35,18,17,6,1,13,0,0,0,-14,-107,1
17168,80,-10,13,26,70,137,84,118,128,74,176,-46,23,17,5,0,13,0,-1,2,-16,-109,3
17178,80,-9,15,25,68,141,83,119,129,75,192,-51,35,17,6,1,14,0,-1,-2,-17,-110,11
17187,80,-10,12,26,69,142,84,118,127,78,160,-47,39,18,6,-1,14,2,0,-2,-17,-108,12
17197,80,-11,12,25,67,143,85,121,128,80,144,-37,46,19,6,0,12,1,0,-2,-1,-99,13
17206,80,-12,14,26,65,143,87,122,128,83,128,-31,61,18,6,-2,12,2,0,-2,-9,-94,10
17216,80,-10,14,26,64,144,89,123,124,87,224,-9,66,19,7,-2,12,2,-1,1,-1,-80,12
17225,64,-13,11,27,62,143,91,124,121,90,304,16,169,17,6,-2,12,1,-2,0,4,-68,8
17235,80,-14,14,23,60,146,92,127,117,95,96,78,157,20,6,-1,13,2,0,1,5,-62,2
17245,80,-12,14,25,57,148,94,125,111,100,80,94,175,20,5,3,12,2,0,1,15,-56,-1
17255,64,-12,12,22,57,149,96,123,105,104,128,96,223,16,6,0,13,1,-1,1,17,-47,-10
17264,80,-12,15,23,54,151,97,120,99,105,144,100,255,18,3,-1,14,1,0,0,23,-44,-18
